Sample #,Date Collected,Sampling Time,Time Of Low Tide,Julian Day,Site Code,Site Name,Site Latitude,Site Longitude,Air Temperature,Surface Water Temperature,Water Temperature At -3 Feet,Salinity,Chlorophyll,Oyster Tissue Temperature,"Total Vibrio Parahaemolyticus, Water","Tdh+ Vibrio Parahaemolyticus, Water","Total Vibrio Parahaemolyticus, Net Tow","Tdh+ Vibrio Parahaemolyticus, Net Tow","Total Vibrio Parahemolyticus, Oyster","Tdh+ Vibrio Parahaemolyticus, Oyster",Record Number,Accessed Date,Source Url,Preferred Citation
328,2007-10-24 00:00:00,2007-10-24 12:30:00,2007-10-24 00:00:00,297,MCHC056,Hoodsport,47.39555,-123.1438,12.6,11,10.8,29,.874,,47.6,79.5,26.6,2.2,,,Row 592 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
325,2007-10-24 00:00:00,2007-10-24 09:53:00,2007-10-24 08:30:00,297,MCHI018,Hammersley Inlet,47.20665,-123.01017,12.3,13,12.9,31,3.068,,66.6,142,420,882,,,Row 593 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
327,2007-10-24 00:00:00,2007-10-24 09:40:00,2007-10-24 08:30:00,297,MCSS018,Totten Inlet,47.143,-123.06354,11.9,13.3,13.3,31,1.519,,39.5,58.4,209,191,,,Row 594 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
322,2007-10-24 00:00:00,2007-10-24 00:00:00,2007-10-24 08:30:00,297,TCSS0T2,South Totten Inlet,47.11496,-123.02234,11.1,13.5,13.3,33,2.806,,438,875,119,127,,,Row 595 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
335,2007-11-01 00:00:00,2007-11-01 12:33:00,2007-11-01 03:04:00,305,JCHC021,Duckabush,47.64711,-122.92964,10,9.5,10.1,,4.987,,18,34.7,11,13.3,,,Row 596 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
332,2007-11-01 00:00:00,2007-11-01 12:14:00,2007-11-01 03:09:00,305,MCHC005,"Hama Hama, Hood canal",47.54319,-123.03878,9.1,9.5,9.6,,3.772,,43.4,26.2,8.16,0,,,Row 597 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
330,2007-11-01 00:00:00,2007-11-01 11:20:00,2007-11-01 03:13:00,305,MCHC010,"Twanoh park, Hood canal",47.38054,-122.95776,9.4,10.7,10.9,,1.259,,22,21.6,5.03,.61,,,Row 598 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
337,2007-11-01 00:00:00,2007-11-01 10:35:00,2007-11-01 03:13:00,305,MCHC019,"Sister's point, Hood canal",47.35876,-123.04118,8.7,9.9,10.1,,2.03,,2.92,3.62,14.7,8.58,,,Row 599 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
336,2007-11-01 00:00:00,2007-11-01 11:45:00,2007-11-01 03:09:00,305,MCHC056,Hoodsport,47.39555,-123.1438,8.8,9.5,10.5,,3.532,,6.81,8.35,11.3,5.88,,,Row 600 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
334,2007-11-01 00:00:00,2007-11-01 09:21:00,2007-11-01 05:08:00,305,MCHI018,Hammersley Inlet,47.20665,-123.01017,8.5,11.9,11.9,,1.296,,62.7,98,24.4,14.6,,,Row 601 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
333,2007-11-01 00:00:00,2007-11-01 09:01:00,2007-11-01 04:08:00,305,MCSS018,Totten Inlet,47.143,-123.06354,8.1,11,11.1,,3.142,,22.8,29.1,20.9,26.5,,,Row 602 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
331,2007-11-01 00:00:00,2007-11-01 08:43:00,2007-11-01 04:08:00,305,TCSS0T2,South Totten Inlet,47.11496,-123.02234,8.1,10.6,11,,1.482,,52.2,72,74.5,41.1,,,Row 603 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
344,2007-11-08 00:00:00,2007-11-08 12:50:00,2007-11-08 09:48:00,312,JCHC021,Duckabush,47.64711,-122.92964,12.6,10.7,11.2,11,2.134,,0,0,0,0,,,Row 604 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
342,2007-11-08 00:00:00,2007-11-08 12:24:00,2007-11-08 09:53:00,312,MCHC005,"Hama Hama, Hood canal",47.54319,-123.03878,11.1,9.8,11.1,16,2.025,,0,0,0,0,,,Row 605 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
343,2007-11-08 00:00:00,2007-11-08 11:14:00,2007-11-08 09:57:00,312,MCHC010,"Twanoh park, Hood canal",47.38054,-122.95776,11.8,10.2,10.3,26,.445,,0,0,0,0,,,Row 606 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
340,2007-11-08 00:00:00,2007-11-08 10:27:00,2007-11-08 09:57:00,312,MCHC019,"Sister's point, Hood canal",47.35876,-123.04118,10.5,10.2,10.3,,1.002,,0,0,0,0,,,Row 607 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
341,2007-11-08 00:00:00,2007-11-08 11:55:00,2007-11-08 09:53:00,312,MCHC056,Hoodsport,47.39555,-123.1438,11.7,10.9,11.1,24,2.099,,0,0,0,0,,,Row 608 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
339,2007-11-08 00:00:00,2007-11-08 08:55:00,2007-11-08 11:52:00,312,MCHI018,Hammersley Inlet,47.20665,-123.01017,10.2,11.3,11.4,27,2.305,,0,0,0,0,,,Row 609 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
345,2007-11-08 00:00:00,2007-11-08 08:30:00,2007-11-08 10:52:00,312,MCSS018,Totten Inlet,47.143,-123.06354,10.5,11.4,11.4,25,3.144,,0,0,0,0,,,Row 610 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
338,2007-11-08 00:00:00,2007-11-08 07:55:00,2007-11-08 10:52:00,312,TCSS0T2,South Totten Inlet,47.11496,-123.02234,9.7,11.4,11.2,28,1.34,,0,0,0,0,,,Row 611 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
352,2007-11-15 00:00:00,2007-11-15 11:35:00,2007-11-15 01:36:00,319,JCHC021,Duckabush,47.64711,-122.92964,10.9,9.9,9.7,15,20.4,,.09,0,0,0,,,Row 612 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
350,2007-11-15 00:00:00,2007-11-15 11:00:00,2007-11-15 01:41:00,319,MCHC005,"Hama Hama, Hood canal",47.54319,-123.03878,10,8.6,10.3,15,3.103,,.09,.12,.11,.02,,,Row 613 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
351,2007-11-15 00:00:00,2007-11-15 09:55:00,2007-11-15 01:45:00,319,MCHC010,"Twanoh park, Hood canal",47.38054,-122.95776,10.8,10.2,10.4,39,.748,,.08,.06,.51,.4,,,Row 614 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
348,2007-11-15 00:00:00,2007-11-15 09:15:00,2007-11-15 01:45:00,319,MCHC019,"Sister's point, Hood canal",47.35876,-123.04118,9.8,9.6,10,28,1.273,,.08,.03,0,0,,,Row 615 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
349,2007-11-15 00:00:00,2007-11-15 10:35:00,2007-11-15 01:41:00,319,MCHC056,Hoodsport,47.39555,-123.1438,10.7,10.5,10.6,33,.554,,.05,.05,.27,.44,,,Row 616 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
347,2007-11-15 00:00:00,2007-11-15 08:00:00,2007-11-15 03:40:00,319,MCHI018,Hammersley Inlet,47.20665,-123.01017,9.8,10.7,10.6,32,1.471,,0,.06,.12,.1,,,Row 617 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
353,2007-11-15 00:00:00,2007-11-15 07:35:00,2007-11-15 02:40:00,319,MCSS018,Totten Inlet,47.143,-123.06354,9.7,10.7,10.6,34,5.669,,0,.01,.22,.27,,,Row 618 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
346,2007-11-15 00:00:00,2007-11-15 07:05:00,2007-11-15 02:40:00,319,TCSS0T2,South Totten Inlet,47.11496,-123.02234,9.9,10.3,10.4,34,.502,,.06,.03,0,.07,,,Row 619 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
355,2007-11-20 00:00:00,2007-11-20 12:15:00,2007-11-20 07:48:00,324,MCHC005,"Hama Hama, Hood canal",47.54319,-123.03878,9.4,9.4,9.4,10,.626,,.57,.01,2.97,0,,,Row 620 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
354,2007-11-20 00:00:00,2007-11-20 11:20:00,2007-11-20 07:52:00,324,MCHC010,"Twanoh park, Hood canal",47.38054,-122.95776,8.8,9.9,9.7,27,.454,,.26,.08,0,0,,,Row 621 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
361,2007-11-20 00:00:00,2007-11-20 00:00:00,2007-11-20 07:48:00,324,MCHC056,Hoodsport,47.39555,-123.1438,8.1,8.8,9.4,25,.545,,2.4,1.37,4.53,3.27,,,Row 622 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
356,2007-11-20 00:00:00,2007-11-20 09:40:00,2007-11-20 08:47:00,324,MCHI018,Hammersley Inlet,47.20665,-123.01017,5.7,10.2,10.2,30,1.354,,.18,.01,0,.13,,,Row 623 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
357,2007-11-20 00:00:00,2007-11-20 09:10:00,2007-11-20 08:47:00,324,MCSS018,Totten Inlet,47.143,-123.06354,5.8,9,8.9,29,1.959,,.45,.06,0,0,,,Row 624 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
363,2007-12-12 00:00:00,2007-12-12 10:25:00,2007-12-12 13:09:00,346,MCHC010,"Twanoh park, Hood canal",47.38054,-122.95776,4.2,5.2,5.9,16,3.51,,15.6,25.6,4.87,4.52,,,Row 625 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
364,2007-12-12 00:00:00,2007-12-12 11:20:00,2007-12-12 13:09:00,346,MCHC019,"Sister's point, Hood canal",47.35876,-123.04118,5.4,7.5,8,21,.597,,8.82,14.2,37.2,65.8,,,Row 626 of 702,Accessed on 2022-02-15 20:47:36,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008,"Paranjpye, Rohinee; 02/23/2017. NOAA Fisheries Northwest Fisheries Science Center. Vibrio ecology in PNW: Vibrio Parahaemolyticus Survey Washington 2007-2008 (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/vibrio_parahaemolyticus_survey_washington_20072008)"
